Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-11-15 02:00:00,0.8371551048952575,679.0,87.32644118882067,0.6,449.0,42.0,1666.0,31.0,800.0,314.0,10.7,36.1,0.4639
2004-11-15 03:00:00,0.8427870037405254,676.0,175.5007693687035,0.4,429.0,-94.65446583850101,1750.0,26.855822605093394,803.0,374.38749938604076,11.0,37.3,0.55199335658386
2004-11-15 04:00:00,1.150494738060545,681.0,156.31930128164552,0.4,428.0,24.0,1768.0,21.0,817.0,297.0,10.7,39.2,0.5045
2004-11-15 05:00:00,0.2374134676274382,683.0,196.80805198340846,0.4,426.0,28.0,1775.0,22.0,805.0,302.0,7.394822232236393,38.6,0.4862
2004-11-15 06:00:00,0.09733882612386857,704.0,186.1168951658346,0.8,478.0,55.0,1498.0,41.0,821.0,348.0,10.4,37.4,0.4717
2004-11-15 07:00:00,0.9335362138024115,767.0,226.2973814779778,2.4187939771421565,588.0,181.0,1421.8978933838953,94.0,885.0,508.0,10.5,37.0,0.4707
2004-11-15 08:00:00,2.3822391180382154,964.0,206.92952561189793,8.7,928.0,480.0,1182.8464691141717,167.0,1130.0,936.0,10.7,37.9,0.487
2004-11-15 09:00:00,2.2934884372801996,925.0,214.86833768237773,9.111037335706888,923.0,442.0,841.0,162.0,1115.0,944.0,11.1,38.1,0.5023
2004-11-15 10:00:00,1.9201156015421834,883.0,194.7458528409852,6.8,849.0,361.0,910.0,141.0,1053.0,826.5141344123803,12.6,36.6,0.5314
2004-11-15 11:00:00,2.00392885152082,894.0,224.9540544151936,6.2,535.8310900182305,288.0,932.0,127.0,1072.0,820.0,13.8,36.2,0.569
2004-11-15 12:00:00,2.141597248475691,976.3359380372273,236.87583803721424,6.4,831.0,330.0,911.0,116.0,1074.0,793.0,13.4,37.1,0.5683
2004-11-15 13:00:00,2.4347450660484578,867.0,201.8676373916496,6.7,842.0,300.0,909.0,104.0,1077.0,737.0,13.5,43.494417955034024,0.5393
2004-11-15 14:00:00,2.0235020089756883,856.0,156.67139576401053,6.2,821.0,239.0,898.8458186798952,111.0,914.0370611633338,718.0,13.7,32.2,0.5032
2004-11-15 15:00:00,1.7514109620149834,933.7330821295624,149.3892129613561,6.7,843.0,265.0,930.0,114.0,1032.0,743.0,15.690093281935855,32.1,0.4977
2004-11-15 16:00:00,2.003610621176386,891.0,151.8445827085079,7.8,891.0,287.0,1004.0534280278891,121.0,1133.4049738599208,848.0,13.5,31.8,0.4876
2004-11-15 17:00:00,2.490277783456404,931.0,128.53214236486144,11.5,1032.0,403.0,795.0,164.0,1098.0,991.0,14.579619163580222,27.9,0.522352269730336
2004-11-15 18:00:00,2.8747040199943075,1025.0,127.65650331106994,16.7,1202.0,515.0,691.0,194.0,1263.0,1191.0,17.74604517418331,28.9,0.4233
2004-11-15 19:00:00,2.70924133714721,1029.0,157.14463206163762,16.6,1198.0,446.0,694.0,175.0,1305.0,1169.0,12.6,30.2,0.4384
2004-11-15 20:00:00,2.969653804000605,1038.0,158.75166617296566,16.3,1190.0,501.0,685.0,180.0,1291.0,1167.0,12.3,32.0,0.5586929881150438
2004-11-15 21:00:00,1.6587523383606142,904.0,125.51281165794012,8.6,924.0,355.0,846.0,147.0,1083.0,902.7049103067958,13.139577504387125,37.13563671196469,0.4787
2004-11-15 22:00:00,2.4684918769060933,844.0,52.051994841429604,5.4,782.0,217.0,969.0,112.0,1003.0,796.0,11.6,37.3,0.5095
2004-11-15 23:00:00,1.768843905874718,839.0,24.498257951219955,3.961453692718174,711.0,180.0,1029.0,94.0,990.0,712.0,11.3,40.3,0.5406
2004-11-16 00:00:00,1.3218314912352862,844.0,38.68579258407284,3.9,705.0,167.0,1035.0,91.0,986.0,701.0,11.3,41.8,0.561
2004-11-16 01:00:00,1.4415346973022,800.0,110.93263071620731,2.8,641.0,126.0,1113.0,76.0,957.0,591.0,10.63746088446954,42.0,0.5582
2004-11-16 02:00:00,1.0435636980329739,786.0,110.61715258481078,2.2,596.0,113.0,1178.0,73.0,937.0,609.0,11.0,42.6,0.5595
2004-11-16 03:00:00,0.316166141294276,737.0,116.02266906459428,0.812233174816793,492.0,37.80285828564848,1391.0,65.174641597798,880.0,467.0,11.2,41.3,0.5916441893423818
2004-11-16 04:00:00,0.3138833290175911,732.0,88.85710257717415,0.7,472.0,37.0,1461.0,32.0,866.0,335.91670256619693,11.1,40.8,0.5395
2004-11-16 05:00:00,0.45558602706452933,737.0,82.99990091492022,0.7,468.0,50.0,1481.0,40.0,869.0,395.0,10.7,36.22637344964166,0.536
2004-11-16 06:00:00,0.5087610103709905,778.0,44.83381884887781,1.2,517.0,96.0,1330.0,63.0,890.0,510.0,10.2,43.6,0.4200257800123275
2004-11-16 07:00:00,1.4694522387424984,867.0,97.49645711497529,3.3,669.0,271.0,1069.0,119.0,981.0,779.0,10.1,44.0,0.5434
2004-11-16 08:00:00,3.8446186763726735,1248.0,109.68785203705872,16.6,1197.0,892.0,641.0,202.0,1405.0,1395.0,10.1,45.6,0.5632
2004-11-16 09:00:00,6.231390313617412,1389.0,198.83406532480296,26.3,1463.0,1071.0,518.0,222.0,1694.0,1589.4755447905131,11.3,43.9,0.28744750013305365
2004-11-16 10:00:00,5.789394034722793,1184.0,162.71548889489222,16.4,1193.0,839.0,626.0,212.0,1629.5582578589463,1479.0,14.5,33.8,0.5541
2004-11-16 11:00:00,4.933621676592351,1160.0,119.69934859858807,15.51205496679207,1165.0,713.0,655.0,219.0,1325.0,1403.0,17.5,26.4,0.5228
2004-11-16 12:00:00,3.4069637733941707,1079.1592474995953,107.51397531662482,10.7,1003.0,498.0,782.9241711441189,189.0,1117.0,1072.0,17.2,22.4,0.4086980740147669
2004-11-16 13:00:00,2.537420558114054,948.0,56.05236267323943,11.1,1017.0,389.0,1065.0,147.0,1077.0,929.0,17.3,32.93971060997167,0.4011
2004-11-16 14:00:00,2.728704633365652,1017.0,87.39556717656866,11.7,1039.0,457.0,769.0,161.0,1149.0,1024.0,18.1,21.0,0.4321
2004-11-16 15:00:00,2.772174566017799,985.0,108.39266455633799,10.9,1011.0,425.0,779.0,148.0,1138.0,1010.0,17.9,22.3,0.4537
2004-11-16 16:00:00,3.0221928238894704,1017.0,136.23037581245987,11.4,1029.0,483.0,768.0,148.0,1160.0,1046.0,17.6,23.7,0.473
2004-11-16 17:00:00,3.9980628552881865,1121.0,104.67787397092673,16.3,1190.0,604.0,589.680651576786,188.0,1355.4483717175322,1264.0,16.7,25.9,0.4886
2004-11-16 18:00:00,4.432378836656595,1129.0,135.85486038712642,18.5,1255.0,648.0,634.0,206.0,1136.3781809368868,1365.0,14.8,29.6,0.4965
2004-11-16 19:00:00,2.910053430670267,1101.0,170.23566231799128,14.5,1134.0,427.0,683.0,168.0,1283.0,1281.0,13.6,34.0,0.5251
2004-11-16 20:00:00,3.2526223364359153,1208.3812067429528,174.97499901000077,15.8,1175.0,461.0,625.6056235306806,171.0,1363.0,1463.0,13.4,41.17206258873346,0.6178
2004-11-16 21:00:00,2.809502581102218,1144.0,171.2992552208131,13.2,1091.0,436.0,671.0,171.0,1295.0,1388.0,10.702973109797984,44.3,0.5913015169757164
2004-11-16 22:00:00,2.3007026895496,1090.404541634971,151.06156152460278,7.8,918.6356100702782,300.0,767.3485580339031,142.0,1170.0714056169888,1195.0,10.7,47.5,0.6108
2004-11-16 23:00:00,1.8191683025237184,990.0,122.96385096208527,6.1,817.0,277.0,849.0,134.0,1071.0,1111.0,10.2,49.4,0.6138
2004-11-17 00:00:00,1.613314880722783,974.0,142.45995333333792,5.0,764.0,196.0,910.0,107.0,1029.0,992.0,9.5,51.0,0.6045
2004-11-17 01:00:00,1.4923618891946773,987.4297100829407,140.7450798344091,5.3,778.0,277.0,885.0,121.0,1051.0,1019.0,7.7,57.9,0.6107
2004-11-17 02:00:00,1.499617033240603,868.0,148.11243235202446,2.9,647.0,131.0,971.9958577418531,85.0,962.0,828.0,8.4,54.5,0.6022
2004-11-17 03:00:00,0.980835938822044,833.0,171.24407344690252,1.9,574.0,178.5786057360748,1150.0,88.59723430970604,930.0,752.0,7.9,55.4,0.593
2004-11-17 04:00:00,0.5158401640748913,786.0,147.2547413428626,-1.3858297555527965,522.0,97.0,1253.0,68.0,910.0,699.0,6.2,61.0,0.5824
2004-11-17 05:00:00,0.54562945078427,904.3255773792625,147.0853398129108,1.6,551.0,105.0,1193.0,69.0,917.0,719.0,6.8,58.6,0.5813
2004-11-17 06:00:00,0.6045919896301983,845.0,140.32818200128563,2.0,583.0,138.0,1132.0,81.0,929.0,761.0,5.7,62.7,0.5801
2004-11-17 07:00:00,0.24918378407383046,929.0,123.95219434720565,4.0,713.0,183.0,987.0,92.0,1104.4782483736772,830.0,5.9,62.0,0.5811
2004-11-17 08:00:00,2.254381543929197,1234.0,126.53811741189244,15.4,1161.0,664.0,629.0,200.0,1386.0,1318.0,6.3,61.7,0.5926
2004-11-17 09:00:00,3.5217348892236693,1270.0,137.0007454017863,19.0,1267.0,611.0,565.0,201.0,1434.0,1482.0,7.5,58.8,0.6117
2004-11-17 10:00:00,3.6447440937823847,1241.0,133.99902373923362,14.6,1124.132632564222,600.0,622.0,213.0,1280.0,1474.0,11.4,45.4,0.4846775092736063
2004-11-17 11:00:00,3.7524448361147575,1268.0,160.34971544126645,16.0,1180.0,612.0443047048227,593.0,220.25790173784094,1323.0,1632.0,14.1,46.518230303651464,0.6278
2004-11-17 12:00:00,4.1943260049543,1248.0,136.44359714491287,14.4,1197.0011443081858,878.0,615.0,187.0,1296.0,1592.0,13.3,42.3,0.6448
2004-11-17 13:00:00,5.127115533060602,1317.0,120.1774314409731,20.307268978128906,1269.0,905.0,554.0,205.0,1446.0,1679.0,14.7,38.9,0.6462
2004-11-17 14:00:00,4.927045672715344,1308.0,145.83993145165647,20.3,1306.0,808.0,553.0,212.0,1471.0,1670.0,16.5,32.9,0.6127
2004-11-17 15:00:00,5.073834384697401,1321.0,135.05088404139477,19.5,1281.0,858.0,557.0,198.0,1442.0,1650.0,17.4,32.7,0.6422
2004-11-17 16:00:00,5.335522471257592,1360.0,137.86091786700882,21.0,1325.0,839.0,490.9417704971079,171.0,1513.0,1700.782937245529,17.3,33.9,0.6627
2004-11-17 17:00:00,7.025450923151876,1659.0,243.8203697282384,35.9,1685.0,1290.0,423.0,272.0,1946.0,2155.0,16.0,41.5,0.7483
2004-11-17 18:00:00,6.83722459133849,1802.0,213.01761883527146,47.7,1924.0,748.0,356.0,192.0,2235.0,2452.0,13.7,52.8,0.8244
2004-11-17 19:00:00,7.469192696880116,1549.0,261.0257284268914,30.1,1553.0,1148.0,446.0,288.0,1796.0,2032.0,13.0,55.1,0.824
2004-11-17 20:00:00,5.7628729606010545,1407.0,240.33797117710742,22.0,1351.0,729.0,516.0,254.0,1557.0,1751.0,12.4,56.8,0.8141
2004-11-17 21:00:00,5.688018028602608,1456.068662996308,219.94829596634048,19.0,1268.0,810.0,536.0,267.0,1531.0,1675.0,10.7,62.1,0.7972
2004-11-17 22:00:00,2.9813569343503694,1127.0,108.97320041794937,9.2,948.0,427.0,703.0,198.0,1188.0,1312.0,10.5,61.1,0.7755
2004-11-17 23:00:00,2.180798394011375,1067.8054262163164,97.14720319304239,7.1,860.0,274.0,777.0,145.0,1131.0,1161.4345577212655,9.7,62.5,0.7509
2004-11-18 00:00:00,2.0094143532953863,1119.0,124.21765624651115,8.2,908.0,387.0,735.0,167.0,1173.0,1172.010415314774,8.8,65.5,0.7435
2004-11-18 01:00:00,1.08242249982376,999.0,155.47207836401174,5.1,771.0,235.0,864.0,127.0,1068.0,995.0,8.8,63.8,0.7236
2004-11-18 02:00:00,1.5155089381724192,987.0,160.1441460911643,5.6,794.0,225.0,852.0,119.0,1125.980997617151,971.0,8.5,65.0,0.7221
2004-11-18 03:00:00,1.2069390821376886,912.0,154.01856318404057,3.5,685.0,239.16633400313714,934.0,108.26520474717736,1050.0,876.0,7.5,67.98006351879796,0.7201
2004-11-18 04:00:00,0.5552033379314978,893.0,139.9088161982301,3.8,701.0,185.0,935.0,84.0,1045.0,844.0,6.4,74.0,0.7134
2004-11-18 05:00:00,0.7578953373601791,878.0,159.29532427372678,3.6,687.0,212.0,964.0,89.0,1035.0,813.0,5.9,76.6,0.7179
2004-11-18 06:00:00,1.3438627983253202,996.0,159.1475486907289,6.09344384533269,841.0,358.0,860.3591887938915,122.0,1127.0,1005.0,6.1,76.7,0.7271
2004-11-18 07:00:00,2.0428784244117963,1119.0,174.49682861158357,8.713296457228363,974.0,531.0,710.0,162.0,1224.0,1170.0,6.8,74.5,0.7415
2004-11-18 08:00:00,4.532419172070465,1457.7571498836423,270.5968454975435,21.5,1339.0,992.0,531.0,225.0,1564.1094500849958,1602.1522303872457,7.7,72.5,0.7666
2004-11-18 09:00:00,5.925917142778589,1503.0,265.0595865723064,27.8,1665.3132431409676,1132.0,469.0,249.0,1749.0,1783.0,8.9,67.4,0.7714
2004-11-18 10:00:00,6.17160216134919,1446.0,222.92861233597006,22.9,1374.0,1195.0,499.0,282.0,1734.3598972112454,1818.0,11.4,58.3,0.7868
2004-11-18 11:00:00,6.054063516382007,1416.0,236.1179697479194,20.2,1302.0,1120.0,526.0,278.0,1471.0,1826.0,13.4,52.8,0.8086
2004-11-18 12:00:00,5.928041265284035,1448.0,193.44121554114741,19.7,1288.0,870.0,518.0,251.0,1506.0,1839.0,15.8,50.1,0.892
2004-11-18 13:00:00,4.688813689998391,1282.0,175.43916267148373,13.8,1111.0,570.0,586.0,208.0,1455.0,1428.0,18.3,50.0,1.0431
2004-11-18 14:00:00,3.252106545777518,1271.0,177.30354143563747,14.755120785189133,1157.0,384.0,572.0,187.0,1483.0,1353.0,18.8,49.2,1.0548
2004-11-18 15:00:00,3.2464724997096077,1321.0,144.81731464133978,15.9,1178.0,381.0,552.0,182.0,1539.0,1363.3204761825511,18.4,49.6,1.0391
2004-11-18 16:00:00,3.928067088046502,1362.0,182.16158249917927,17.4,1223.0,541.0,535.0,212.0,1597.0,1517.0,18.3,51.0,1.0586
2004-11-18 17:00:00,3.799428414152673,1316.0,187.09858469715326,17.6,1228.0,484.0,540.0,174.0,1610.0,1413.0,17.6,53.1,1.0596
2004-11-18 18:00:00,4.341297478686803,1374.0,171.827224108534,20.4,1307.0,549.0,521.0,220.0,1675.3777779700981,1429.0,16.243645235964063,53.6,1.0472
2004-11-18 19:00:00,4.901662919487302,1388.0,156.56913926748123,22.6,1367.0,596.0,500.0,214.0,1722.0,1503.0,16.8,55.2,1.048
2004-11-18 20:00:00,5.152274886726064,1508.3839759734906,160.52222473238817,25.1,1432.0,620.0,436.53350676281616,212.0,1852.0,1636.0,16.6,56.5,1.0551
2004-11-18 21:00:00,4.012837996601767,1281.0,154.21704209739647,17.2,1216.0,542.0,548.0,191.0,1604.0,1687.0,16.3,54.783063820685626,1.0648
2004-11-18 22:00:00,3.246526272779173,1192.0,168.75604887754136,11.7,1040.0,381.0,640.0,160.0,1441.0,1405.0,15.9,59.0,1.059
2004-11-18 23:00:00,2.580858361058424,1108.0,167.14844118701694,9.2,945.0,270.0,692.0,130.0,1355.0,1207.5389936752322,15.9,59.4,1.0628
2004-11-19 00:00:00,2.1994467804869178,1071.0,146.4985145294341,7.7,885.0,284.0,740.0,133.0,1298.0,1090.0,15.7,60.9,1.0774
2004-11-19 01:00:00,1.641077391573078,999.0,135.65276436766672,5.6,793.0,204.0,817.0,110.0,1242.0,903.3813808182151,16.1,60.30356716371671,1.0811
2004-11-19 02:00:00,1.3712900129808405,925.0,153.0368695163124,3.204841937209183,670.0,93.0,940.0,65.0,1173.0,663.0,13.414461853969092,57.55303404614916,1.1119
2004-11-19 03:00:00,0.989674247560079,886.0,179.78037267234862,2.3,608.0,96.16379585093847,1013.0,56.31731004927558,1143.0,611.0,14.9,65.3,1.1018
2004-11-19 04:00:00,1.1758156099623969,888.0,189.26603327625463,2.1,590.0,51.0,1009.0,41.0,1186.1917386486632,625.0,14.7,64.4,1.0704
2004-11-19 05:00:00,1.41484955388983,863.0,295.90688881103193,1.3,531.0,45.0,1097.0,36.0,1095.0,606.0,14.7,59.8,0.9968
2004-11-19 06:00:00,1.025112248625809,870.0,287.99144963063947,1.6,550.0,68.0,1126.0,45.0,1078.0,515.0,15.4,55.9,1.0539469027507984
2004-11-19 07:00:00,1.6608996804517682,1043.0,290.86374809758223,5.3,776.0,198.0,800.0,98.0,1248.0,826.0,14.5,63.0,1.0923605922955217
2004-11-19 08:00:00,4.248973548767367,1478.0,336.96923545419344,14.723471648073321,1310.0,633.0,492.0,194.0,1775.0,1542.0,14.7,63.1,1.0513
2004-11-19 09:00:00,4.825797182656262,1436.0,310.8395825226452,22.7,1371.0,548.0,458.0,191.0,1808.0,1626.0,15.2,62.2,1.0641
2004-11-19 10:00:00,4.460979971626498,1354.0,252.82357178995895,16.7,1238.2158832827758,588.0,529.0,193.0,1593.0,1538.0,16.1,59.2,1.0736
2004-11-19 11:00:00,4.196685992612081,1290.0,203.16275754589992,13.8,1110.0,612.0,571.0,231.0,1512.0,1441.0,17.0,55.9,1.0741
2004-11-19 12:00:00,3.537470922179392,1203.0,157.6977802218305,11.8,1043.0,428.0,617.0,202.0,1470.0,1217.0,17.6,52.2,1.0396
2004-11-19 13:00:00,3.5322899570809536,1298.0,147.23989100086473,15.2,1156.0,463.0,549.0,188.0,1582.0,1320.0,19.599067100505422,55.4,1.0836
2004-11-19 14:00:00,3.505773830725931,1283.002304606742,133.8829531942691,17.9,1236.0,479.0,522.0,184.0,1659.0,1368.0,17.8,53.5,1.0833
2004-11-19 15:00:00,3.900486886297422,1247.0,143.27786590987424,14.8,1142.0,469.0,574.0,222.0,1547.0,1199.0,18.3,52.3,1.0922
2004-11-19 16:00:00,5.083732829484017,1375.0,238.26692176711086,18.3,1247.0,583.0,531.0,221.0,1650.0,1375.0,18.3,52.8,1.1016
2004-11-19 17:00:00,5.611332499112318,1553.0,256.1711986263877,24.4,1414.0,760.0,455.0,193.0,1870.9266421830669,1682.0,17.7,56.6,1.133
2004-11-19 18:00:00,5.393794418852987,1521.0,172.93504169992127,25.0,1430.0,691.0,449.0,187.0,1907.0,1761.0,17.3,58.2,1.1435
2004-11-19 19:00:00,6.674338915997369,1623.0,198.79352745346404,29.8,1547.0,832.0,414.0,188.0,2040.0,1883.0,16.103149200265804,57.177109216049246,1.1455
2004-11-19 20:00:00,6.914317933353214,1510.0,194.24760769544193,27.9,1501.0,881.0,456.0,185.0,1901.0,1855.0,15.2,57.5,0.9829
2004-11-19 21:00:00,3.5055220416484527,837.0,6.815072161189391,6.5,835.0,390.0,896.0,146.0,960.0,1078.0,14.2,47.64033937762881,0.4451
2004-11-19 22:00:00,1.7982772855672526,667.0,25.785310600126394,3.6,689.0,207.0,1210.0,120.0,709.0,620.0,13.4,14.3,0.2185
2004-11-19 23:00:00,1.5973624857286084,695.0,63.60058897153482,4.0,711.0,204.0,1306.6481055993845,110.0,739.0,645.0,12.8,14.8,0.218
2004-11-20 00:00:00,1.04946592553452,683.0,65.2952570794804,3.6,686.0,243.0,1240.0,121.0,702.0,627.0,12.2,14.0,0.1988
2004-11-20 01:00:00,1.3659966159895287,695.0,73.27805136956727,4.0,699.9046317119887,264.0,1236.0,126.0,717.0,645.0,12.0,14.5,0.23659449401494903
2004-11-20 02:00:00,0.7751914156199937,703.0,160.5081645764694,3.5,685.0,215.0,1218.0,117.0,734.0,641.0,10.8,17.0,0.2193
2004-11-20 03:00:00,0.9908699961407972,698.0,137.1527712217191,2.4,610.6549297377642,274.58899362588534,1286.0,107.98564520792206,718.0,591.0,12.440392613639752,19.2,0.242
2004-11-20 04:00:00,0.570504816334128,714.0,105.49635187234989,2.6640690428122804,605.0,146.0,1278.0,94.0,738.0,594.0,9.7,34.16318346859371,0.2698
2004-11-20 05:00:00,0.44442049031403164,692.0,133.1442279912339,1.5,546.0,92.0,1347.0,70.0,697.0,500.0,9.0,23.1,0.2648
2004-11-20 06:00:00,0.6513584537015598,729.0,123.20358840964988,2.8,639.0,174.0,1234.0,96.0,773.0,628.0,8.7,24.7,0.2785
2004-11-20 07:00:00,1.1537495612818696,880.0,120.0624801972794,6.0,812.0,294.0,928.0,136.0,954.0,1040.0,6.9,39.4,0.3948
2004-11-20 08:00:00,2.130898294035609,974.0,149.01653168531521,11.1,1019.0,412.0,769.0,177.0,1122.0,1159.0,6.3,44.8,0.431
2004-11-20 09:00:00,3.0874877581326894,1086.0,150.73337561282662,15.3,1157.0,573.0,674.0,214.0,1057.643084649898,1330.0,7.2,43.2,0.4417
2004-11-20 10:00:00,2.330021405907353,1087.0,55.64330423016672,17.1,1213.0,661.0,668.0,243.0,1079.1674533881505,1402.0,11.9,27.9,0.3882
2004-11-20 11:00:00,2.257622663208419,1047.9061610805434,82.22083963745078,10.3,990.0,555.0,849.0,192.0,1037.296000729195,1104.0,14.8,17.9,0.3380728928302026
2004-11-20 12:00:00,1.2162607066875917,1006.8197569061417,92.68830218840279,8.5,823.0724497867928,363.0,967.0,149.0,831.0,855.0,14.8,14.3,0.2397
2004-11-20 13:00:00,1.7846077623645091,882.0,81.84812062402473,10.4,993.0,302.0,902.0,141.0,941.0,862.0,14.7,15.5,0.2586
2004-11-20 14:00:00,1.4293189526034769,888.0,100.03326868573859,10.9,1009.0,340.0,866.0,137.0,937.0,1087.9021810984211,14.7,16.6,0.2756
2004-11-20 15:00:00,0.8667234560533204,878.0,75.61596206273624,10.6,1000.0,306.0,880.0,138.0,942.0,936.0,14.8,15.6,0.2615
2004-11-20 16:00:00,0.9119340725885634,892.0,69.4648454243027,11.1,1018.0,377.0,946.0480570444794,149.0,931.0,1009.0,15.3,14.3,0.2462
2004-11-20 17:00:00,3.390739777912102,1117.0,87.66238426607161,21.1,1243.4819950043977,625.0,692.0,196.0,1302.0,1475.0,13.5,19.5,0.3003
2004-11-20 18:00:00,3.535694955110465,1252.0,37.380944158017186,22.793099549643117,1359.0,870.0,604.0,239.0,1380.0,1765.0,11.1,31.8,0.4187
2004-11-20 19:00:00,2.28489263054527,1012.0,37.76198684980211,10.6,999.0,421.0,785.0,164.0,914.1295623930089,1329.0,10.2,33.4,0.4143
2004-11-20 20:00:00,2.5737865773048423,1025.0,49.536094843380596,8.4,916.0,294.0,832.0,149.0,1018.0,1262.0,9.5,35.9,0.4273
2004-11-20 21:00:00,2.234366113636847,1033.0,82.60849665805473,7.6,881.0,339.0,855.0,159.0,1052.9716460469276,1230.0,8.0,39.8,0.4286
2004-11-20 22:00:00,1.9826046962534292,1008.0,124.91340285666031,7.1,861.0,260.0,858.0,149.0,956.1181256412451,1229.0,6.6,44.1,0.4333
2004-11-20 23:00:00,1.6237681580341818,984.2446240015538,119.01550354475836,7.2,867.0,256.0,876.0,133.0,1030.0113946986871,962.6564922673034,8.976766643996532,45.2,0.4295
2004-11-21 00:00:00,2.354801909383194,1187.0,131.7145132059924,13.9,1114.0,572.0,700.0,216.0,1193.0,1433.0,9.907142858554197,50.8,0.452
2004-11-21 01:00:00,2.1460293438449596,1065.0,147.78436243848978,9.7,968.0,428.0,808.0,196.0,1059.0,1249.0,4.9,53.0,0.4629
2004-11-21 02:00:00,1.4805216447375624,889.0,175.8333313680358,4.9,760.0,195.0,968.0,120.0,919.0,983.0,5.3,48.7,0.4364
2004-11-21 03:00:00,1.7507049887568296,901.0,174.70679805861272,5.1,767.0,230.26355322919702,971.053893009026,123.82085054936141,944.0,965.0,4.2,53.6,0.4454
2004-11-21 04:00:00,0.9508944858492925,963.3920556493745,137.5094727440751,5.6,795.0,160.0,928.0,101.0,965.0,932.0,6.344550365097655,56.3,0.4435691458462494
2004-11-21 05:00:00,0.7949400831969864,808.0,104.07810990685894,2.8,636.0,101.0,1120.0,75.0,862.0,710.1898425534462,4.1,52.2,0.4338
2004-11-21 06:00:00,1.1294537170089542,858.0,108.91018283953531,2.7,633.0,97.0,1136.0,73.0,878.0,788.0,3.5,55.9,0.4431
2004-11-21 07:00:00,1.1804794223131656,819.0,113.12880844934205,3.6,690.0,127.0,1064.4592799018933,84.0,907.0,819.0,1.8,61.7,0.4376
2004-11-21 08:00:00,1.3355683219236787,862.0,159.22292237527546,4.9,757.0,227.0,983.0,116.0,903.8761823311999,729.5240699337088,1.3,65.3,0.4457
2004-11-21 09:00:00,1.2442627851780454,877.0,109.58248275883216,5.6,793.0,253.0,944.0,132.0,951.0,924.0,3.2,57.0,0.4434
2004-11-21 10:00:00,0.9881976891388191,941.0,121.09855800082809,6.4,832.0,234.0,914.0,125.0,970.0,964.0,7.2,55.40701904956028,0.4356
2004-11-21 11:00:00,1.7291121256876973,983.0,149.26242357757434,6.8,846.0,291.0,871.0,148.0,996.0,1055.0,10.3,34.2,0.4291
2004-11-21 12:00:00,2.405399736006178,1127.2821296547788,203.73876666533596,10.1,981.0,402.0,742.3835196552689,186.0,1104.0,1383.0,10.9,33.8,0.4393
2004-11-21 13:00:00,3.0186809403998716,1100.0,190.79134380926806,11.2,927.9892564766267,492.0,752.0,193.0,1101.0,1367.0,12.2,30.0,0.4245
2004-11-21 14:00:00,1.2967967230116555,958.0,151.87822992486076,8.7,792.2575833066624,351.0,841.0,174.0,986.0,1120.0,13.3,24.3,0.3686
2004-11-21 15:00:00,0.5659224243682965,866.0,191.82519487903514,5.0,763.0,160.0,1018.0,106.0,859.0,775.0,13.951440514106466,18.7,0.3214
2004-11-21 16:00:00,1.525206021099136,1018.0,191.6733463986993,8.2,907.0,292.0,889.0,127.0,981.0,1150.0,14.9,21.7,0.3646
2004-11-21 17:00:00,3.0455887293087462,1175.0,186.77213608224105,12.7,1074.0,537.0,748.0,172.0,1134.0,1528.0,13.1,33.97965770368795,0.3814
2004-11-21 18:00:00,1.8788108503617897,1197.0,147.4508588446908,10.9,1012.0,607.0,717.0,179.0,1103.0,1655.0,13.017895234931629,32.7,0.4472
2004-11-21 19:00:00,1.2126766781508247,1110.0,175.73646003905768,7.4,872.0,308.0,822.0,150.0,971.0,1393.0,10.1,34.4,0.4249
2004-11-21 20:00:00,1.4427929910953927,1060.0,152.63624333166078,6.3,825.0,277.0,854.0,147.0,967.0,1338.0,9.8,36.0,0.4364
2004-11-21 21:00:00,1.746310360680274,1136.0,143.34967997163577,7.7,885.0,348.0,806.0,163.0,1006.0,1403.0,7.1,39.983293402570354,0.436
2004-11-21 22:00:00,1.599516059131607,1049.0,60.11981611865558,7.2,864.0,267.0,818.0,145.0,1010.0,1327.0,5.9,47.8,0.5347049648652328
2004-11-21 23:00:00,2.288251611860771,1053.0,78.55294466292324,7.0,859.0,399.0,810.0,186.0,1008.0,1346.0,5.3,50.5,0.453
2004-11-22 00:00:00,0.8531872851973596,970.0,58.046587582401386,5.0,763.0,163.0,917.0,116.0,930.0,1023.6204849112354,5.6,48.0,0.4412
2004-11-22 01:00:00,1.5923499216516075,1049.0,114.24300166713353,8.2,830.8580140431222,297.0,902.7442223992294,145.0,1038.0,1209.0,3.9,55.9,0.4568
2004-11-22 02:00:00,0.9788978043718144,919.0,97.54060588394807,5.0,761.0,212.0,911.0,122.0,942.0,1044.0,3.3,58.0,0.4551
2004-11-22 03:00:00,0.678463925251859,870.0,89.31429032338191,3.5,684.0,162.22385217931827,997.0,105.04859905006269,895.0,936.0,3.7,56.3,0.5145571268628948
2004-11-22 04:00:00,0.30486705345804865,814.0,133.43841119883328,2.0,587.0,81.0,1146.0,68.0,876.0,888.2856200965379,4.2,54.8,0.4571
2004-11-22 05:00:00,0.4878155135301181,820.0,175.65770163091727,2.3,604.0,116.0,1127.0,80.0,874.0,847.0,2.6,60.8,0.4544
